JOB_ROLE,INDUSTRY,COUNTRY,YEAR,AUTOMATION_RISK_PERCENT,AI_REPLACEMENT_SCORE,SKILL_GAP_INDEX,SALARY_BEFORE_USD,SALARY_AFTER_USD,SALARY_CHANGE_PERCENT,SKILL_DEMAND_GROWTH_PERCENT,REMOTE_FEASIBILITY_SCORE,AI_ADOPTION_LEVEL,EDUCATION_REQUIREMENT_LEVEL
Mechanical Engineer,Finance,Japan,2021.0,45.07,47.94,68.61,32678.74,32838.38,0.49,-1.67,27.19,63.25,3.0
Teacher,Finance,Singapore,2022.0,61.3,67.09,1.83,73327.16,74191.28,1.18,-5.4,81.15,20.13,2.0
Teacher,Finance,Brazil,2026.0,11.47,10.43,44.91,53753.97,55073.73,2.46,0.35,90.52,93.68,1.0
Mechanical Engineer,Finance,Australia,2025.0,13.35,14.95,39.45,49138.88,46428.73,-5.52,5.53,51.8,81.74,4.0
Mechanical Engineer,Finance,USA,2020.0,71.63,64.18,97.02,101674.92,101496.81,-0.18,-11.04,29.72,98.4,3.0
Marketing Specialist,Finance,UK,2020.0,14.12,16.05,94.22,111195.35,104670.27,-5.87,-7.04,52.95,60.46,5.0
HR Manager,Finance,Germany,2022.0,55.61,51.1,92.97,118871.3,109088.81,-8.23,-9.64,27.95,97.11,4.0
HR Manager,Finance,Germany,2025.0,30.42,29.7,10.33,61275.18,61763.51,0.8,-1.05,77.6,19.57,3.0
Accountant,Finance,Germany,2024.0,35.75,28.84,83.95,123595.62,121409.22,-1.77,-0.72,95.98,39.2,5.0
Mechanical Engineer,Finance,Germany,2025.0,33.29,27.05,60.79,98256.04,100215.07,1.99,-3.46,99.88,94.45,1.0
Truck Driver,Finance,Australia,2020.0,77.43,69.56,32.18,67005.8,61624.95,-8.03,21.55,45.08,48.86,4.0
Teacher,Finance,Australia,2022.0,75.98,82.44,52.18,49382.87,55913.28,13.22,-12.99,75.27,63.54,5.0
Financial Analyst,Finance,Brazil,2023.0,46.91,43.64,24.37,104887.01,113928.88,8.62,3.88,54.25,51.18,4.0
Data Analyst,Finance,India,2024.0,64.9,77.22,89.83,68088.64,67186.97,-1.32,5.85,30.93,96.23,4.0
Mechanical Engineer,Finance,Japan,2021.0,26.11,27.77,11.59,76483.02,65352.53,-14.55,13.7,15.87,8.18,5.0
Truck Driver,Finance,Canada,2022.0,58.68,54.33,13.78,119085.17,129201.71,8.5,-3.67,14.92,63.12,2.0
Data Analyst,Finance,Brazil,2021.0,24.56,27.2,86.33,73778.53,66193.81,-10.28,5.69,47.52,36.08,2.0
Financial Analyst,Finance,India,2023.0,44.87,38.18,11.53,49109.09,53214.46,8.36,14.95,28.34,84.69,1.0
Marketing Specialist,Finance,UK,2026.0,63.81,75.69,33.89,107773.27,124292.58,15.33,8.65,87.96,60.3,5.0
Mechanical Engineer,Finance,USA,2021.0,56.62,63.0,18.28,66577.58,52727.56,-20.8,-2.95,98.46,83.49,5.0
Financial Analyst,Finance,Germany,2024.0,29.13,27.99,74.93,38757.93,43673.82,12.68,14.37,68.85,76.07,4.0
Mechanical Engineer,Finance,Brazil,2022.0,34.86,31.78,67.48,123425.02,116588.08,-5.54,12.29,48.46,90.14,2.0
Marketing Specialist,Finance,Japan,2020.0,43.13,41.74,88.71,59417.76,49611.73,-16.5,-4.82,79.41,91.65,1.0
Teacher,Finance,Germany,2021.0,59.96,63.86,0.63,47057.2,43605.73,-7.33,-3.9,23.18,41.03,5.0
Customer Support Rep,Finance,Singapore,2021.0,48.41,50.93,6.87,47416.76,44063.5,-7.07,5.75,89.28,14.21,3.0
HR Manager,Finance,Japan,2024.0,69.4,56.1,6.62,84896.04,78944.29,-7.01,9.87,34.45,23.2,3.0
Software Engineer,Finance,Japan,2023.0,56.27,52.23,45.83,116554.27,132763.77,13.91,1.84,69.55,41.05,3.0
Teacher,Finance,Australia,2025.0,54.17,52.4,39.63,112831.51,113652.95,0.73,22.11,97.23,95.57,3.0
Marketing Specialist,Finance,Japan,2024.0,41.73,44.05,87.75,92954.53,101797.09,9.51,1.72,37.92,7.94,3.0
Marketing Specialist,Finance,Singapore,2020.0,11.4,12.06,63.19,43251.32,46920.4,8.48,4.23,28.46,46.11,3.0
HR Manager,Finance,Brazil,2025.0,75.87,69.23,92.68,145654.89,147994.27,1.61,4.82,53.97,55.04,1.0
HR Manager,Finance,UK,2022.0,38.53,43.49,50.87,63325.68,56905.77,-10.14,-2.24,23.05,18.45,4.0
Software Engineer,Finance,Australia,2021.0,47.84,50.12,61.8,111957.84,122790.02,9.68,1.97,24.61,88.39,3.0
Mechanical Engineer,Finance,Canada,2024.0,25.91,28.1,73.29,32517.6,35421.6,8.93,2.61,56.83,34.76,5.0
Financial Analyst,Finance,USA,2023.0,27.76,24.91,9.98,128067.17,124860.27,-2.5,0.02,14.11,78.14,5.0
Customer Support Rep,Finance,UK,2024.0,70.89,69.66,62.02,58752.58,50484.85,-14.07,1.81,88.78,48.8,3.0
HR Manager,Finance,Japan,2022.0,22.28,20.13,74.87,49675.45,49194.85,-0.97,0.72,98.15,11.03,5.0
Data Analyst,Finance,India,2024.0,50.21,45.2,59.09,94093.42,98629.1,4.82,12.24,84.85,21.15,1.0
Mechanical Engineer,Finance,UK,2025.0,78.76,92.84,82.42,114675.03,106350.91,-7.26,7.99,34.43,0.57,5.0
Truck Driver,Finance,Singapore,2020.0,66.82,53.64,3.41,47698.14,50439.32,5.75,-1.71,30.05,96.91,4.0
Marketing Specialist,Finance,India,2021.0,44.17,39.16,48.37,144792.78,137059.08,-5.34,16.26,83.08,92.29,5.0
Marketing Specialist,Finance,UK,2026.0,76.29,81.88,21.14,34767.5,38780.48,11.54,3.77,51.85,66.08,2.0
Teacher,Finance,Australia,2022.0,34.95,41.66,98.32,56787.59,56047.0,-1.3,2.53,45.8,44.1,3.0
Mechanical Engineer,Finance,Japan,2023.0,43.43,41.77,93.2,34941.28,37929.42,8.55,9.47,96.33,17.76,5.0
Teacher,Finance,Brazil,2021.0,19.07,17.83,77.1,42793.57,43148.92,0.83,9.22,74.79,65.14,4.0
Software Engineer,Finance,Canada,2025.0,27.17,29.13,22.82,61124.7,52065.3,-14.82,-4.37,32.85,4.97,5.0
Software Engineer,Finance,Japan,2021.0,44.16,43.72,34.7,105304.38,80379.16,-23.67,5.76,37.67,83.08,5.0
Marketing Specialist,Finance,India,2020.0,47.7,55.9,72.52,61747.1,63045.54,2.1,10.38,47.27,68.02,2.0
Data Analyst,Finance,Singapore,2022.0,47.1,52.81,4.94,101820.72,82960.03,-18.52,7.47,33.62,58.0,5.0
Customer Support Rep,Finance,India,2025.0,68.1,78.2,45.79,116915.34,113841.84,-2.63,7.31,73.52,91.98,5.0
Marketing Specialist,Finance,India,2024.0,45.02,45.37,63.56,112831.12,124069.47,9.96,22.74,24.03,21.06,1.0
Software Engineer,Finance,Canada,2022.0,22.95,22.26,65.54,62779.57,61882.35,-1.43,-0.06,87.01,49.84,1.0
Data Analyst,Finance,Australia,2024.0,6.75,7.55,97.32,51747.39,52446.27,1.35,14.39,94.23,17.61,5.0
Customer Support Rep,Finance,Canada,2024.0,94.64,81.3,59.27,136303.56,146206.22,7.27,8.57,40.27,27.2,5.0
Customer Support Rep,Finance,Japan,2021.0,93.06,85.55,24.93,88279.19,101984.36,15.52,7.46,45.39,44.0,2.0
Mechanical Engineer,Finance,Germany,2023.0,47.45,45.44,91.45,132150.24,123970.43,-6.19,0.45,26.18,80.29,2.0
Data Analyst,Finance,India,2021.0,51.41,59.4,73.55,138408.22,137504.27,-0.65,-1.62,77.22,58.33,4.0
Truck Driver,Finance,India,2021.0,77.85,85.86,6.06,54384.91,41864.86,-23.02,3.47,46.98,78.14,1.0
Teacher,Finance,Germany,2026.0,21.83,18.11,23.62,36924.06,41525.01,12.46,10.0,40.58,38.71,1.0
Marketing Specialist,Finance,USA,2025.0,67.13,59.68,11.92,90134.17,100483.42,11.48,21.84,74.25,5.68,4.0
Data Analyst,Finance,India,2020.0,15.36,13.7,52.03,79112.73,77165.29,-2.46,3.87,56.87,81.66,1.0
Truck Driver,Finance,USA,2021.0,48.73,48.99,63.78,95147.4,70403.98,-26.01,-7.36,54.84,43.44,4.0
Accountant,Finance,Germany,2025.0,54.67,47.97,11.92,143525.24,124275.49,-13.41,2.1,94.05,10.45,3.0
HR Manager,Finance,Australia,2024.0,61.07,64.13,8.77,70649.86,72913.91,3.2,-5.74,52.94,0.43,4.0
Financial Analyst,Finance,USA,2026.0,23.46,22.74,62.47,134726.14,153070.77,13.62,3.06,80.47,41.45,2.0
Marketing Specialist,Finance,UK,2024.0,10.6,9.41,49.19,80404.16,78601.03,-2.24,11.69,94.33,45.94,4.0
Mechanical Engineer,Finance,India,2020.0,77.5,84.86,82.93,42585.23,37991.73,-10.79,7.6,36.79,62.36,2.0
Customer Support Rep,Finance,UK,2020.0,75.84,61.86,53.09,97837.68,97850.92,0.01,-3.28,74.25,5.32,1.0
Customer Support Rep,Finance,USA,2023.0,36.33,35.36,77.19,123691.53,115859.55,-6.33,-0.25,92.85,4.4,4.0
Truck Driver,Finance,India,2021.0,79.17,79.92,44.25,94757.73,97123.89,2.5,-27.13,28.31,90.37,2.0
Financial Analyst,Finance,Germany,2023.0,55.96,52.2,51.58,145869.0,145833.0,-0.02,-10.06,66.2,13.8,2.0
Teacher,Finance,Germany,2021.0,29.79,30.85,14.35,78537.98,77100.71,-1.83,-1.93,85.87,37.79,5.0
Customer Support Rep,Finance,India,2020.0,45.81,48.56,13.67,111311.79,109399.17,-1.72,0.41,86.2,77.43,1.0
Accountant,Finance,USA,2022.0,45.3,45.53,36.21,133753.96,125392.12,-6.25,2.2,37.25,71.54,2.0
Customer Support Rep,Finance,USA,2023.0,62.02,64.78,51.62,135654.99,125060.67,-7.81,-3.75,21.52,81.95,2.0
Software Engineer,Finance,India,2025.0,28.82,27.07,98.13,141216.4,136720.02,-3.18,12.27,11.14,39.13,2.0
Truck Driver,Finance,UK,2021.0,28.41,27.79,26.46,137256.84,134695.45,-1.87,-3.51,46.61,88.84,1.0
Software Engineer,Finance,USA,2022.0,27.44,22.43,70.62,64932.59,59829.44,-7.86,-6.4,75.14,81.88,5.0
Software Engineer,Finance,Japan,2021.0,56.65,46.87,28.03,34693.87,32529.27,-6.24,-3.22,83.89,16.3,1.0
Financial Analyst,Finance,Germany,2020.0,71.62,80.89,7.98,54872.48,56177.33,2.38,2.45,87.62,52.8,1.0
Data Analyst,Finance,Canada,2023.0,44.93,43.34,34.55,56664.05,60884.04,7.45,15.3,42.47,32.11,1.0
Teacher,Finance,Singapore,2025.0,30.57,24.7,47.29,122230.92,125186.05,2.42,7.73,47.48,73.04,5.0
Financial Analyst,Finance,India,2021.0,71.04,77.25,2.41,70966.7,65410.42,-7.83,8.85,82.1,91.46,1.0
Teacher,Finance,UK,2026.0,50.31,52.79,82.27,118374.21,140349.39,18.56,12.6,77.13,13.31,1.0
Financial Analyst,Finance,Singapore,2023.0,31.97,37.75,62.76,75681.18,70675.22,-6.61,14.87,25.88,54.4,1.0
Data Analyst,Finance,India,2022.0,60.03,53.21,81.02,63944.6,58467.02,-8.57,13.85,68.87,69.92,3.0
Software Engineer,Finance,Brazil,2025.0,38.2,34.01,82.14,35147.51,35319.14,0.49,-4.33,63.0,72.99,3.0
Accountant,Finance,Japan,2024.0,49.55,47.51,26.83,142085.26,158175.32,11.32,17.47,48.35,84.5,1.0
HR Manager,Finance,Brazil,2024.0,41.16,48.72,60.86,55551.49,49970.29,-10.05,11.47,40.54,22.76,3.0
Accountant,Finance,Singapore,2021.0,27.15,21.77,88.07,65518.86,66671.97,1.76,5.2,23.05,9.96,1.0
Data Analyst,Finance,Singapore,2025.0,27.46,30.11,22.48,100772.53,121157.46,20.23,7.69,20.2,91.78,4.0
Customer Support Rep,Finance,Japan,2025.0,87.23,98.33,57.49,85958.7,81752.46,-4.89,26.33,67.99,30.74,1.0
Customer Support Rep,Finance,India,2026.0,59.97,66.94,44.33,49896.54,44757.53,-10.3,-1.69,21.32,37.76,1.0
Accountant,Finance,Germany,2021.0,43.78,42.97,79.61,55993.56,56371.0,0.67,5.94,39.98,18.06,5.0
Software Engineer,Finance,Singapore,2021.0,19.57,18.26,55.69,35564.18,33527.64,-5.73,1.76,33.1,83.77,1.0
Customer Support Rep,Finance,Australia,2026.0,75.25,64.51,2.32,129026.2,135309.58,4.87,11.74,35.19,63.98,3.0
Marketing Specialist,Finance,Japan,2026.0,50.91,41.83,89.01,66664.34,73129.23,9.7,15.48,73.01,91.58,4.0
Financial Analyst,Finance,UK,2026.0,54.3,61.19,2.87,39375.73,39969.06,1.51,-1.98,64.26,90.61,4.0
Customer Support Rep,Finance,Singapore,2022.0,26.35,23.55,58.78,145433.16,160351.97,10.26,17.38,32.55,81.31,4.0
Data Analyst,Finance,Japan,2026.0,43.78,35.72,17.74,65201.67,70155.5,7.6,8.71,81.86,18.21,3.0
Accountant,Finance,Brazil,2024.0,23.46,20.16,29.31,33853.38,30924.35,-8.65,13.73,21.18,69.91,3.0
HR Manager,Finance,Germany,2021.0,24.99,20.84,89.64,147580.2,154015.45,4.36,14.39,84.36,20.83,5.0
Truck Driver,Finance,Australia,2020.0,52.15,55.09,87.48,109256.34,108216.76,-0.95,17.38,74.56,98.0,4.0
Data Analyst,Finance,India,2026.0,23.27,19.99,87.35,55455.67,61221.02,10.4,-5.37,71.52,80.04,1.0
Marketing Specialist,Finance,USA,2021.0,17.88,19.96,2.63,83172.23,87554.81,5.27,6.01,61.65,15.87,3.0
Mechanical Engineer,Finance,USA,2024.0,46.23,44.3,47.94,53651.64,47242.27,-11.95,5.03,76.96,59.39,1.0
HR Manager,Finance,Canada,2021.0,26.71,21.63,4.38,33554.14,31430.18,-6.33,14.44,54.39,78.78,1.0
Marketing Specialist,Finance,UK,2020.0,56.3,53.1,38.82,64341.01,58274.49,-9.43,18.77,27.16,36.94,4.0
Marketing Specialist,Finance,Japan,2026.0,46.09,39.99,80.62,47463.54,55418.31,16.76,3.7,53.65,36.1,4.0
Data Analyst,Finance,UK,2026.0,19.79,17.05,28.75,103755.07,115228.38,11.06,2.19,32.43,31.32,1.0
Accountant,Finance,Japan,2022.0,45.25,37.39,88.37,120364.44,138493.33,15.06,-8.03,20.08,70.26,1.0
Financial Analyst,Finance,UK,2023.0,13.61,12.64,62.06,130926.83,127287.1,-2.78,22.24,91.83,30.27,4.0
Accountant,Finance,UK,2024.0,16.18,14.64,36.71,77198.02,74970.73,-2.89,0.98,33.55,6.76,5.0
Marketing Specialist,Finance,Australia,2020.0,32.83,27.21,70.35,76325.73,70221.66,-8.0,1.29,30.39,23.27,1.0
Accountant,Finance,India,2024.0,56.74,58.55,64.84,71246.97,67843.47,-4.78,8.48,61.4,27.55,1.0
Teacher,Finance,Canada,2021.0,40.61,47.77,39.25,144212.96,147338.08,2.17,10.75,10.79,40.03,5.0
Accountant,Finance,USA,2023.0,73.52,62.27,14.52,39937.08,39768.64,-0.42,12.39,15.79,32.15,2.0
Truck Driver,Finance,Japan,2022.0,88.53,102.83,92.37,89538.41,82208.04,-8.19,-12.7,74.73,30.04,3.0
Accountant,Finance,Canada,2025.0,16.71,18.69,17.49,43747.45,37800.9,-13.59,21.51,15.38,35.56,3.0
Accountant,Finance,Canada,2025.0,11.38,9.41,95.73,71529.27,69287.77,-3.13,10.86,23.63,63.93,4.0
Marketing Specialist,Finance,India,2026.0,47.1,50.63,22.45,109061.15,116593.1,6.91,15.9,53.36,99.17,3.0
Software Engineer,Finance,USA,2025.0,58.51,60.61,63.25,140625.11,143517.13,2.06,10.38,10.7,10.44,3.0
Data Analyst,Finance,UK,2021.0,15.81,13.28,38.45,140180.71,113113.1,-19.31,9.87,39.13,13.21,1.0
Marketing Specialist,Finance,UK,2020.0,77.39,62.55,19.95,83805.63,73692.0,-12.07,10.81,93.83,64.26,2.0
Financial Analyst,Finance,Brazil,2023.0,71.42,66.54,82.9,75386.31,77984.41,3.45,2.93,18.3,94.29,4.0
Financial Analyst,Finance,Germany,2024.0,77.27,62.79,59.15,119212.33,128701.75,7.96,14.62,75.38,5.9,5.0
Accountant,Finance,India,2025.0,57.1,59.58,64.66,56194.31,54101.7,-3.72,-9.67,18.63,7.46,2.0
Truck Driver,Finance,Japan,2026.0,31.19,32.1,39.77,65234.01,58529.43,-10.28,-1.47,47.04,20.31,5.0
Truck Driver,Finance,UK,2021.0,77.12,70.12,93.87,53368.42,54377.62,1.89,-0.68,86.44,95.31,3.0
HR Manager,Finance,Brazil,2024.0,23.04,24.53,49.25,76395.46,78365.05,2.58,3.85,55.73,56.13,1.0
Customer Support Rep,Finance,Singapore,2022.0,65.29,55.29,26.95,78474.61,77178.56,-1.65,20.36,57.15,20.83,2.0
Accountant,Finance,UK,2025.0,52.52,53.3,16.42,58574.28,51740.46,-11.67,16.41,40.85,13.19,4.0
Accountant,Finance,India,2020.0,14.4,16.36,77.99,138291.8,146208.88,5.72,2.38,46.24,63.41,5.0
Data Analyst,Finance,Brazil,2023.0,11.12,11.44,54.67,52722.69,55104.58,4.52,5.4,74.3,48.1,3.0
Teacher,Finance,Japan,2024.0,74.13,76.36,13.5,95701.16,100963.65,5.5,-1.56,97.05,36.08,4.0
Marketing Specialist,Finance,India,2026.0,74.83,89.29,35.42,42848.86,42138.43,-1.66,5.56,53.42,27.18,5.0
Teacher,Finance,Japan,2026.0,22.83,21.32,68.64,59602.06,62660.91,5.13,4.33,66.33,94.91,4.0
Marketing Specialist,Finance,Australia,2020.0,18.33,17.18,11.77,81129.88,85398.52,5.26,-1.06,88.43,38.96,4.0
Financial Analyst,Finance,Japan,2025.0,16.55,14.0,29.81,128617.09,133768.01,4.0,-1.03,36.0,88.35,4.0
Teacher,Finance,Japan,2024.0,59.59,65.15,78.93,50703.01,44984.44,-11.28,9.5,95.2,67.5,1.0
Data Analyst,Finance,UK,2020.0,38.06,45.03,62.82,35999.23,36960.45,2.67,22.9,36.49,17.73,4.0
HR Manager,Finance,Singapore,2023.0,46.9,39.4,44.99,69151.34,71484.52,3.37,-12.72,53.52,48.2,5.0
Accountant,Finance,Japan,2026.0,72.57,76.92,6.37,68980.23,66617.57,-3.43,-17.98,25.2,57.75,5.0
Accountant,Finance,UK,2021.0,43.05,36.07,60.21,132611.28,123034.96,-7.22,19.1,99.44,66.29,2.0
Mechanical Engineer,Finance,India,2022.0,67.31,54.8,34.94,109621.77,105657.95,-3.62,-0.06,58.19,95.32,3.0
Customer Support Rep,Finance,Australia,2023.0,89.88,79.57,83.78,113762.97,114405.68,0.56,29.91,57.51,23.19,2.0
HR Manager,Finance,Australia,2021.0,57.25,51.9,38.94,74269.91,69567.24,-6.33,7.66,28.5,20.05,5.0
HR Manager,Finance,Brazil,2026.0,36.96,40.1,35.95,132514.66,130692.46,-1.38,-5.94,54.59,25.59,5.0
Data Analyst,Finance,Japan,2024.0,50.64,45.98,85.39,51319.12,58337.15,13.68,-9.85,64.48,7.8,4.0
Truck Driver,Finance,Germany,2026.0,60.6,53.97,69.97,33556.06,32130.22,-4.25,23.92,72.01,47.71,4.0
Marketing Specialist,Finance,Brazil,2023.0,39.18,44.82,96.97,45501.8,51729.52,13.69,8.66,58.0,40.92,5.0
HR Manager,Finance,India,2026.0,56.61,56.29,1.2,43310.88,41704.65,-3.71,6.69,87.94,31.13,4.0
Accountant,Finance,Australia,2026.0,54.85,45.85,45.96,149212.31,154908.15,3.82,22.64,57.97,4.38,3.0
HR Manager,Finance,USA,2023.0,50.34,46.83,57.54,50479.0,50756.4,0.55,1.31,56.57,68.97,1.0
Customer Support Rep,Finance,Singapore,2020.0,91.57,102.62,20.57,76956.06,70368.86,-8.56,-3.86,61.38,41.07,5.0
Accountant,Finance,Japan,2025.0,40.19,38.76,59.65,102749.77,110489.03,7.53,-6.15,61.91,75.76,2.0
Marketing Specialist,Finance,UK,2023.0,44.01,38.86,80.37,98786.05,91358.39,-7.52,27.78,33.05,58.94,5.0
Truck Driver,Finance,Germany,2023.0,81.34,95.52,99.86,82053.48,84741.3,3.28,-9.9,89.3,46.57,3.0
Truck Driver,Finance,India,2021.0,61.69,68.83,43.2,54470.71,55863.3,2.56,-1.46,48.1,12.54,4.0
Accountant,Finance,Japan,2023.0,32.17,27.16,62.75,139923.78,169914.57,21.43,-3.06,64.8,41.51,4.0
Data Analyst,Finance,Singapore,2023.0,17.68,18.73,76.23,85454.06,91013.64,6.51,2.39,22.22,72.07,1.0
Financial Analyst,Finance,UK,2026.0,59.46,69.95,8.7,44143.38,44350.35,0.47,-1.52,66.05,40.35,3.0
Accountant,Finance,India,2022.0,65.85,70.77,98.58,46547.4,46158.12,-0.84,3.36,11.71,93.26,1.0
HR Manager,Finance,UK,2020.0,29.86,35.75,58.0,97977.34,93533.18,-4.54,-8.87,21.16,76.25,2.0
Software Engineer,Finance,USA,2024.0,13.96,15.28,34.76,74049.79,82216.82,11.03,3.65,22.62,5.46,3.0
HR Manager,Finance,Australia,2023.0,75.53,66.25,49.99,149271.67,160517.41,7.53,8.61,12.74,87.18,5.0
Financial Analyst,Finance,USA,2021.0,45.93,54.84,87.66,70825.09,86325.74,21.89,22.86,71.68,68.78,1.0
HR Manager,Finance,Japan,2021.0,26.05,26.87,8.79,80841.35,89037.38,10.14,-0.5,19.91,68.28,4.0
Truck Driver,Finance,Germany,2024.0,77.71,69.82,25.82,146140.54,141243.12,-3.35,12.15,84.16,16.17,1.0
Truck Driver,Finance,Canada,2020.0,55.28,57.7,11.85,105670.45,102419.42,-3.08,12.45,29.98,89.3,1.0
HR Manager,Finance,Singapore,2023.0,21.44,21.56,27.72,97252.42,93982.93,-3.36,6.91,56.42,61.76,1.0
Software Engineer,Finance,Canada,2021.0,35.99,32.47,20.23,63086.67,68353.25,8.35,2.64,13.66,4.32,4.0
Data Analyst,Finance,Singapore,2020.0,47.48,48.39,69.82,106747.77,99072.56,-7.19,12.63,48.6,15.16,2.0
Truck Driver,Finance,UK,2026.0,76.41,71.85,30.49,54216.49,51167.9,-5.62,12.44,35.48,99.9,2.0
Teacher,Finance,Canada,2024.0,32.91,31.9,99.01,74316.04,82401.92,10.88,0.56,38.07,23.38,4.0
Data Analyst,Finance,UK,2024.0,29.62,32.0,4.32,74869.92,65640.99,-12.33,-2.43,68.89,29.0,4.0
HR Manager,Finance,Singapore,2020.0,57.11,55.18,82.14,117551.81,129841.53,10.45,6.13,84.6,53.18,3.0
Mechanical Engineer,Finance,Japan,2024.0,59.6,68.08,13.82,76289.72,78309.25,2.65,5.84,71.03,98.48,4.0
Truck Driver,Finance,Singapore,2020.0,61.52,56.88,44.93,80925.73,73780.42,-8.83,-5.08,26.78,33.6,5.0
Data Analyst,Finance,Canada,2020.0,43.71,41.73,71.23,148437.38,138371.18,-6.78,-17.31,24.77,39.22,2.0
Financial Analyst,Finance,Singapore,2022.0,60.13,66.77,75.08,68517.43,73759.2,7.65,11.91,58.01,53.68,1.0
HR Manager,Finance,Japan,2022.0,12.02,13.12,94.68,89943.33,100909.5,12.19,-8.49,92.46,17.68,4.0
Financial Analyst,Finance,Germany,2026.0,38.26,33.0,49.67,94850.64,93695.52,-1.22,11.18,61.03,88.53,3.0
Data Analyst,Finance,UK,2025.0,68.25,58.2,39.14,81647.44,71593.24,-12.31,22.4,18.73,94.74,5.0
Truck Driver,Finance,Singapore,2025.0,82.19,71.06,32.6,88900.18,100511.42,13.06,25.7,19.19,42.17,1.0
Software Engineer,Finance,Singapore,2025.0,57.79,53.65,79.89,111330.3,120776.0,8.48,1.59,55.83,64.82,3.0
Data Analyst,Finance,UK,2022.0,14.34,15.51,52.14,58036.69,41166.74,-29.07,-6.49,72.23,0.27,1.0
Software Engineer,Finance,Japan,2024.0,18.64,19.55,25.87,57015.2,57332.15,0.56,1.55,23.49,1.24,5.0
Customer Support Rep,Finance,UK,2024.0,42.77,35.48,29.48,133154.1,143097.27,7.47,8.75,19.44,45.56,5.0
Software Engineer,Finance,Singapore,2021.0,40.45,48.37,69.1,118772.36,109723.64,-7.62,0.5,39.62,37.01,1.0
Data Analyst,Finance,Singapore,2023.0,37.26,44.02,88.05,144915.74,158500.83,9.37,2.24,78.66,34.0,4.0
Software Engineer,Finance,Brazil,2025.0,20.23,16.78,48.91,48978.4,53347.77,8.92,13.76,85.79,37.76,4.0
Software Engineer,Finance,USA,2021.0,7.19,5.81,9.58,68325.9,68926.9,0.88,1.84,38.49,73.64,2.0
Financial Analyst,Finance,Canada,2021.0,79.82,95.37,35.37,90471.04,70980.11,-21.54,-3.39,36.54,99.42,3.0
Teacher,Finance,Canada,2020.0,61.35,58.62,82.9,88759.93,85388.95,-3.8,11.06,30.12,24.73,2.0
Teacher,Finance,Japan,2024.0,60.28,66.22,75.92,133512.59,132534.55,-0.73,11.1,47.49,46.05,4.0
Marketing Specialist,Finance,Australia,2020.0,56.19,62.38,87.05,84745.29,78546.19,-7.31,-2.05,74.39,17.97,3.0
Mechanical Engineer,Finance,Japan,2020.0,60.48,67.96,52.38,61637.32,60681.86,-1.55,3.36,88.02,12.36,3.0
Data Analyst,Finance,Australia,2021.0,52.91,45.8,6.46,130323.5,115340.45,-11.5,9.17,82.57,65.81,4.0
Truck Driver,Finance,Singapore,2024.0,91.73,98.83,58.54,68698.42,62883.49,-8.46,3.62,99.83,75.51,3.0
Teacher,Finance,Brazil,2021.0,34.81,28.62,19.49,137742.22,151188.99,9.76,11.71,21.18,13.5,4.0
Software Engineer,Finance,Germany,2020.0,46.03,38.93,14.36,62684.09,71915.72,14.73,10.48,34.7,87.06,1.0
Software Engineer,Finance,Australia,2020.0,17.37,19.41,49.65,30845.23,34899.36,13.14,9.03,32.54,3.79,3.0
Customer Support Rep,Finance,USA,2020.0,72.07,85.06,37.16,66652.56,63047.24,-5.41,-2.55,55.17,83.77,4.0
Customer Support Rep,Finance,USA,2022.0,67.04,78.2,50.86,30356.04,30217.73,-0.46,2.91,81.08,83.81,3.0
HR Manager,Finance,Germany,2025.0,36.77,38.48,6.56,65439.04,71037.1,8.55,-18.94,53.78,71.81,3.0
Data Analyst,Finance,Australia,2026.0,31.07,25.43,49.98,141440.93,142316.97,0.62,2.75,85.23,31.25,2.0
Accountant,Finance,UK,2020.0,62.74,56.34,67.53,44225.4,39538.61,-10.6,12.8,61.52,17.25,3.0
Financial Analyst,Finance,Brazil,2024.0,60.82,50.14,16.54,52096.38,52902.73,1.55,-5.02,98.01,66.07,4.0
Mechanical Engineer,Finance,Australia,2024.0,63.33,62.95,63.79,145779.53,109345.3,-24.99,-3.79,91.52,90.26,4.0
Customer Support Rep,Finance,Brazil,2023.0,86.47,72.77,25.15,68522.29,62452.09,-8.86,-0.32,88.14,41.86,5.0
Accountant,Finance,India,2023.0,28.85,24.21,0.02,101606.26,105220.17,3.56,3.92,72.09,85.78,3.0
Teacher,Finance,Brazil,2021.0,67.5,55.05,49.58,77534.75,73394.59,-5.34,-7.63,98.51,72.32,2.0
Teacher,Finance,Japan,2022.0,46.69,50.33,81.24,109134.17,115075.72,5.44,9.37,35.31,43.2,4.0
Customer Support Rep,Finance,USA,2022.0,49.59,54.56,56.02,144552.56,151202.38,4.6,1.64,35.46,24.55,2.0
Customer Support Rep,Finance,Singapore,2023.0,74.99,86.09,67.41,35284.2,40925.87,15.99,7.43,44.4,13.64,1.0
Marketing Specialist,Finance,Singapore,2021.0,23.51,20.24,66.47,79140.83,71176.0,-10.06,13.68,39.24,89.67,2.0
HR Manager,Finance,Singapore,2022.0,39.52,40.95,10.67,51459.5,51049.41,-0.8,0.11,99.0,87.39,2.0
Mechanical Engineer,Finance,Canada,2021.0,67.94,65.9,51.83,51203.52,50328.74,-1.71,-0.67,55.55,76.54,4.0
